pixel_x,pixel_y,lon,lat,role,label
8085,2398,-60.9178107,46.7432406,control,C03
7867,2961,-60.9291235,46.7216248,control,C04
8266,3300,-60.9079605,46.7153999,control,C05
7770,3482,-60.9306141,46.7105041,control,C06
8459,4632,-60.9000206,46.6740192,control,C09
7817,5956,-60.9247802,46.6303683,control,C11
8100,5916,-60.9109982,46.6319803,control,C12
5757,5448,-61.02522789200965,46.65064021460863,control,C13
8397,3338,-60.9051569,46.7157275,control,C14
6052,5592,-61.01363728514968,46.646349074780744,control,C15
8254,6208,-60.9056458,46.6246656,control,C16
7751,6144,-60.9275657,46.6251279,check,Q02
8310,2306,-60.912404,46.7433752,check,V03
