pixel_x,pixel_y,lon,lat,role,label
5880,2963,-61.0249697,46.5621644,control,C01
5666,2909,-61.0350036,46.563704,control,C02
8613,1918,-60.8989298,46.5942935,control,C03
8475,1655,-60.9049773,46.6021433,control,C04
5252,1700,-61.05592939352159,46.6012181791636,control,C05
5902,1529,-61.0242535458462,46.60676810198122,control,C06
7232,2136,-60.9649361,46.5895015,control,C07
7517,1704,-60.945519,46.60097,control,C08
7761,6354,-60.9398873,46.4581803,control,C09
8231,6494,-60.9241152,46.4550339,control,C10
5127,4459,-61.0588128,46.5141668,control,C11
9040,5656,-60.8876023,46.4839496,control,C12
8883,6040,-60.8954978,46.4695954,control,C13
7060,3276,-60.9681646,46.5528543,control,C14
7282,3437,-60.9580015,46.5480384,control,C15
7384,3572,-60.9535169,46.5440136,control,C16
5825,6131,-61.0317083,46.465377,control,C17
5811,6387,-61.0321106,46.4579014,control,C18
5846,6545,-61.0301708,46.4531917,control,C19
9435,2968,-60.8681633,46.5632049,control,C20
8891,2695,-60.8895442,46.5710948,control,C21
9116,4537,-60.884549,46.5167813,control,C22
9100,4430,-60.8824588,46.5206477,control,C23
9171,4243,-60.8796705,46.5263991,control,C24
4741,5040,-61.0758228,46.4970208,control,C25
7951,6395,-60.9275594,46.4580556,check,Q01
9160,5673,-60.8816454,46.4831797,check,Q02
7543,1729,-60.9431439,46.5996268,check,Q03
7176,3368,-60.9625724,46.5499856,check,Q05
8920,2618,-60.8882406,46.5733458,check,V01
5901,6193,-61.028377,46.4590557,check,V02
4609,5485,-61.0821354,46.4824238,check,R01
