pixel_x,pixel_y,lon,lat,role,label
1873,2083,-61.20060527524983,45.54195668175147,control,C01
2184,2932,-61.18625326292238,45.515552961887515,control,C02
2867,1691,-61.154396133086536,45.55555801991422,control,C03
5076,2530,-61.0528313,45.528831,control,C04
6402,2128,-60.9950064,45.5413771,control,C05
4866,3579,-61.06344073234006,45.49616246305774,control,C06
8606,1592,-60.89411847956157,45.55901173707832,control,C07
8216,3146,-60.91032885987277,45.509144053873264,control,C08
7394,4100,-60.94800865299454,45.478746154961186,control,C09
8392,4104,-60.904246283327446,45.47790626793955,control,C10
5466,4052,-61.03505900972803,45.481005574167604,control,C12
4752,1882,-61.0608408,45.5524739,control,C13
5129,1729,-61.0508564,45.5550717,control,C14
6324,2088,-61.002239,45.5415435,control,C15
