pixel_x,pixel_y,lon,lat,role,label
8190.0,2631.657470067673,-60.918,45.874,control,P01
7660.0,5833.240760020823,-60.9404,45.7717,control,P02
5088.0,5129.332378969287,-61.0603,45.7944,control,P03
4490.0,3255.5762623633523,-61.0887,45.854,control,P04
4153,4002,-61.0997002,45.8349727,control,C06
5560,3436,-61.0362663,45.8486709,control,C07
4972,4520,-61.0655263,45.8148989,control,C08
3445,4960,-61.1358011,45.798516,control,C09
2743,1959,-61.1707891,45.8948025,control,C10
7918,3528,-60.93148272620052,45.84515621388909,control,C11
8537,5902,-60.90104330679375,45.76987614542048,control,C12
2660,5889,-61.1676266,45.7704048,control,C13
1920,5640,-61.2063705,45.7795174,control,C14
6758,1499,-60.982318246420604,45.90967889548603,control,C15
2763,1863,-61.1648471,45.899365,control,C16
2716,3259,-61.1697131,45.8547673,control,C17
