pixel_x,pixel_y,lon,lat,role,label
3087,3053,-60.7756511,46.1980156,control,C01
4788,2098,-60.6963965,46.229795,control,C02
7058,1294,-60.590816861445845,46.255555563202485,control,C03
9073,1990,-60.499387922168744,46.23120573711263,control,C04
8430,2587,-60.52757429866172,46.21215509910506,control,C05
2970,3648,-60.7817217,46.1777278,control,C06
3097,4968,-60.774752,46.1373863,control,C07
3695,6285,-60.74983807459437,46.092382139551376,control,C09
5650,6914,-60.654391491343134,46.07161528896575,control,C10
8466,4784,-60.528392783013715,46.139112050184494,control,C11
8593,6255,-60.520258835000504,46.09341585419211,control,C12
4382,6263,-60.71532638084902,46.09391399713029,control,C13
2981,2059,-60.7826646,46.2276333,control,C14
5480,2337,-60.6645993,46.22046,control,C15
1625,2668,-60.8401001,46.2152212,control,C16
2932,1034,-60.7874986,46.259802,control,C17
3337,1403,-60.7656454,46.2526996,control,C18
6927,2230,-60.59869789483884,46.22417270916442,check,Q02
3020,3125,-60.7797388,46.195576,check,V01
9115,1866,-60.49708438498129,46.23461852899517,check,V03
3846,6107,-60.74206388830512,46.09819695574995,check,V04
5768,6008,-60.652961148419145,46.1000283481585,check,V05
1644,2701,-60.8397299,46.2137166,check,F01
8497,2467,-60.52521565466792,46.21507685099656,check,F05
