pixel_x,pixel_y,lon,lat,role,label
32816.397607900464,18854.041735289946,-59.73521594917572,46.011829685043736,control,CB01
13580.0,16979.0,-60.397628550104415,46.05528327844839,control,CB07
14948.0,11651.333333333334,-60.35159354502209,46.18429616824849,control,CB08
21499.5,25231.5,-60.131603180058896,45.843081757390856,control,CB10
26301.0,20468.0,-59.95558889300277,45.97033719280668,control,CB11
9031.333333333334,27503.333333333332,-60.559398010865394,45.81006311414416,control,CB12
21308.0,8339.666666666666,-60.126425046406986,46.26763975908702,control,CB09
34567.5,17745.833333333332,-59.674915429002446,46.034384005999584,control,CB14
12615.333333333334,9199.333333333334,-60.42621324825891,46.24796658152057,control,CB17
34345.362864478266,18247.384149397883,-59.68567185186514,46.022460366619,check,CB04
24122.0,9401.333333333334,-60.027643014657535,46.242476943693745,check,CB13
26199.0,23020.0,-59.95892840720341,45.90568669761383,check,CB16
