pixel_x,pixel_y,lon,lat,role,label
19053.8,12741.5,-60.768206,45.714922,control,supply-06
7930.6,19254.2,-61.152658,45.554743,control,supply-10
27208.2,16578.2,-60.490473,45.621141,control,supply-13
11747.2,16818.4,-61.0216,45.614213,control,supply-17
13329.205695659633,4850.627829412774,-60.96505076402884,45.91217183543293,control,C01
22732.03604631508,17579.774467545638,-60.644922826775236,45.59213592667349,control,C02
19207.5,12967.8,-60.762354,45.709103,check,supply-08
27234.0,15632.6,-60.491694,45.642693,check,supply-15
13585.7,16966.2,-60.957687,45.610068,check,supply-18
22564.7,18174.3,-60.65204,45.57632,check,supply-23
16936.40369379732,14324.590263822867,-60.840538,45.675997,check,Blake Island corrected centroid
14101.20399747248,4920.648375403239,-60.9383423024827,45.91091897699885,check,D01
